state,year,quarter,year_quarter,transaction_type,"transaction_count
",transaction_amount,avg_transaction_value,Region
Haryana,2018,Q1,2018-Q1,Peer-to-peer payments,1607193,5814807510.69,3618,Northern Region
Haryana,2018,Q1,2018-Q1,Merchant payments,167816,173513595.35,1034,Northern Region
Haryana,2018,Q1,2018-Q1,Financial Services,128636,27501068.01,214,Northern Region
Haryana,2018,Q1,2018-Q1,Others,209123,242110585.53,1158,Northern Region
Haryana,2018,Q2,2018-Q2,Recharge & bill payments,3054284,984897276.65,322,Northern Region
Haryana,2018,Q2,2018-Q2,Peer-to-peer payments,2388953,9745924809.85,4080,Northern Region
Haryana,2018,Q2,2018-Q2,Merchant payments,369916,334118261.45,903,Northern Region
Haryana,2018,Q2,2018-Q2,Financial Services,167570,38145882.44,228,Northern Region
Haryana,2018,Q2,2018-Q2,Others,170208,217328211.72,1277,Northern Region
Haryana,2018,Q3,2018-Q3,Peer-to-peer payments,3753981,14429454356.35,3844,Northern Region
Haryana,2018,Q3,2018-Q3,Recharge & bill payments,3203386,1310467515.06,409,Northern Region
Haryana,2018,Q3,2018-Q3,Merchant payments,1003057,427387637.93,426,Northern Region
Haryana,2018,Q3,2018-Q3,Financial Services,100452,17323790.81,172,Northern Region
Haryana,2018,Q3,2018-Q3,Others,201148,190505707.47,947,Northern Region
Haryana,2018,Q4,2018-Q4,Peer-to-peer payments,5905032,22416919746.94,3796,Northern Region
Haryana,2018,Q4,2018-Q4,Recharge & bill payments,4116262,1671040703.73,406,Northern Region
Haryana,2018,Q4,2018-Q4,Merchant payments,2413446,1013407379.90,420,Northern Region
Haryana,2018,Q4,2018-Q4,Financial Services,120711,22252543.62,184,Northern Region
Haryana,2018,Q4,2018-Q4,Others,394732,267255642.27,677,Northern Region
Haryana,2019,Q1,2019-Q1,Peer-to-peer payments,12622225,30283578836.62,2399,Northern Region
Haryana,2019,Q1,2019-Q1,Recharge & bill payments,5576577,2202061874.54,395,Northern Region
Haryana,2019,Q1,2019-Q1,Merchant payments,3361995,1292375556.32,384,Northern Region
Haryana,2019,Q1,2019-Q1,Financial Services,101786,15201736.00,149,Northern Region
Haryana,2019,Q1,2019-Q1,Others,473192,258437718.16,546,Northern Region
Haryana,2019,Q2,2019-Q2,Peer-to-peer payments,10387562,37056084813.58,3567,Northern Region
Haryana,2019,Q2,2019-Q2,Recharge & bill payments,5902923,2838724048.09,481,Northern Region
Haryana,2019,Q2,2019-Q2,Merchant payments,5738283,2292901816.14,400,Northern Region
Haryana,2019,Q2,2019-Q2,Financial Services,57488,12080285.23,210,Northern Region
Haryana,2019,Q2,2019-Q2,Others,655560,301748850.18,460,Northern Region
Haryana,2019,Q3,2019-Q3,Peer-to-peer payments,11775288,43738290119.93,3714,Northern Region
Haryana,2019,Q3,2019-Q3,Merchant payments,9386779,3615636827.81,385,Northern Region
Haryana,2019,Q3,2019-Q3,Recharge & bill payments,8289987,4817098564.82,581,Northern Region
Haryana,2019,Q3,2019-Q3,Financial Services,61503,16715100.88,272,Northern Region
Haryana,2019,Q3,2019-Q3,Others,829974,301378586.00,363,Northern Region
Haryana,2019,Q4,2019-Q4,Peer-to-peer payments,15729819,58242027266.14,3703,Northern Region
Haryana,2019,Q4,2019-Q4,Merchant payments,11615667,5253780278.24,452,Northern Region
Haryana,2019,Q4,2019-Q4,Recharge & bill payments,9648003,5637358525.76,584,Northern Region
Haryana,2019,Q4,2019-Q4,Financial Services,41688,13756049.14,330,Northern Region
Haryana,2019,Q4,2019-Q4,Others,790808,212797749.82,269,Northern Region
Haryana,2020,Q1,2020-Q1,Peer-to-peer payments,17728235,68367245528.07,3856,Northern Region
Haryana,2020,Q1,2020-Q1,Merchant payments,14327020,7075196609.22,494,Northern Region
Haryana,2020,Q1,2020-Q1,Recharge & bill payments,11346112,6331682016.52,558,Northern Region
Haryana,2020,Q1,2020-Q1,Financial Services,34488,25266730.19,733,Northern Region
Haryana,2020,Q1,2020-Q1,Others,600232,176823674.24,295,Northern Region
Haryana,2020,Q2,2020-Q2,Peer-to-peer payments,17334369,66645492690.68,3845,Northern Region
Haryana,2020,Q2,2020-Q2,Recharge & bill payments,12740328,6547618491.53,514,Northern Region
Haryana,2020,Q2,2020-Q2,Merchant payments,11527654,7393393677.76,641,Northern Region
Haryana,2020,Q2,2020-Q2,Financial Services,48759,49209527.29,1009,Northern Region
Haryana,2020,Q2,2020-Q2,Others,129940,75550536.68,581,Northern Region
Haryana,2020,Q3,2020-Q3,Peer-to-peer payments,24123449,88796356487.11,3681,Northern Region
Haryana,2020,Q3,2020-Q3,Merchant payments,20845136,12141560866.98,582,Northern Region
Haryana,2020,Q3,2020-Q3,Recharge & bill payments,12716319,8452802892.50,665,Northern Region
Haryana,2020,Q3,2020-Q3,Financial Services,66457,80854296.93,1217,Northern Region
Haryana,2020,Q3,2020-Q3,Others,186818,96375902.20,516,Northern Region
Haryana,2020,Q4,2020-Q4,Merchant payments,34063692,21382305452.07,628,Northern Region
Haryana,2020,Q4,2020-Q4,Peer-to-peer payments,33920789,128613933346.86,3792,Northern Region
Haryana,2020,Q4,2020-Q4,Recharge & bill payments,14682896,9675471300.73,659,Northern Region
Haryana,2020,Q4,2020-Q4,Financial Services,84881,103265693.75,1217,Northern Region
Haryana,2020,Q4,2020-Q4,Others,419181,223528573.13,533,Northern Region
Haryana,2021,Q1,2021-Q1,Merchant payments,39363588,23389100227.16,594,Northern Region
Haryana,2021,Q1,2021-Q1,Peer-to-peer payments,36764622,135970636784.62,3698,Northern Region
Haryana,2021,Q1,2021-Q1,Recharge & bill payments,13680353,9260346909.44,677,Northern Region
Haryana,2021,Q1,2021-Q1,Financial Services,79784,99672809.99,1249,Northern Region
Haryana,2021,Q1,2021-Q1,Others,364437,218544351.22,600,Northern Region
Haryana,2021,Q2,2021-Q2,Merchant payments,45335533,29119078263.96,642,Northern Region
Haryana,2021,Q2,2021-Q2,Peer-to-peer payments,44086559,161073685336.67,3654,Northern Region
Haryana,2021,Q2,2021-Q2,Recharge & bill payments,15861047,9839496894.97,620,Northern Region
Haryana,2021,Q2,2021-Q2,Financial Services,85821,97238136.10,1133,Northern Region
Haryana,2021,Q2,2021-Q2,Others,311896,227855606.99,731,Northern Region
Haryana,2021,Q3,2021-Q3,Merchant payments,66885213,40190922826.61,601,Northern Region
Haryana,2021,Q3,2021-Q3,Peer-to-peer payments,55929958,188548678300.52,3371,Northern Region
Haryana,2021,Q3,2021-Q3,Recharge & bill payments,17087955,11681457468.96,684,Northern Region
Haryana,2021,Q3,2021-Q3,Financial Services,77496,116592181.47,1504,Northern Region
Haryana,2021,Q3,2021-Q3,Others,479071,289441481.64,604,Northern Region
Haryana,2021,Q4,2021-Q4,Merchant payments,84993587,56325102920.51,663,Northern Region
Haryana,2021,Q4,2021-Q4,Peer-to-peer payments,66548306,238638993818.10,3586,Northern Region
Haryana,2021,Q4,2021-Q4,Recharge & bill payments,17632752,13817258646.07,784,Northern Region
Haryana,2021,Q4,2021-Q4,Financial Services,105050,151421306.62,1441,Northern Region
Haryana,2021,Q4,2021-Q4,Others,407280,307822609.17,756,Northern Region
Haryana,2022,Q1,2022-Q1,Merchant payments,98346418,62565728158.29,636,Northern Region
Haryana,2022,Q1,2022-Q1,Peer-to-peer payments,74499889,263547240999.68,3538,Northern Region
Haryana,2022,Q1,2022-Q1,Recharge & bill payments,18494827,14765350795.97,798,Northern Region
Haryana,2022,Q1,2022-Q1,Financial Services,107240,146586164.63,1367,Northern Region
Haryana,2022,Q1,2022-Q1,Others,540235,279136534.21,517,Northern Region
Haryana,2022,Q2,2022-Q2,Merchant payments,130033573,76926347115.76,592,Northern Region
Haryana,2022,Q2,2022-Q2,Peer-to-peer payments,84219451,300504797205.27,3568,Northern Region
Haryana,2022,Q2,2022-Q2,Recharge & bill payments,20011709,17457331653.45,872,Northern Region
Haryana,2022,Q2,2022-Q2,Financial Services,89805,120610061.53,1343,Northern Region
Haryana,2022,Q2,2022-Q2,Others,345424,224949213.50,651,Northern Region
Haryana,2022,Q3,2022-Q3,Merchant payments,151278013,87063736519.87,576,Northern Region
Haryana,2022,Q3,2022-Q3,Peer-to-peer payments,95071203,319374569105.90,3359,Northern Region
Haryana,2022,Q3,2022-Q3,Recharge & bill payments,22592966,21247984018.68,940,Northern Region
Haryana,2022,Q3,2022-Q3,Financial Services,111032,144937203.29,1305,Northern Region
Haryana,2022,Q3,2022-Q3,Others,308596,223267730.28,723,Northern Region
Haryana,2022,Q4,2022-Q4,Merchant payments,169685872,102918159834.12,607,Northern Region
Haryana,2022,Q4,2022-Q4,Peer-to-peer payments,102993798,364514204185.19,3539,Northern Region
Haryana,2022,Q4,2022-Q4,Recharge & bill payments,23545059,22666085169.85,963,Northern Region
Haryana,2022,Q4,2022-Q4,Financial Services,118488,152488074.99,1287,Northern Region
Haryana,2022,Q4,2022-Q4,Others,305148,239722615.95,786,Northern Region
Himachal Pradesh,2018,Q1,2018-Q1,Recharge & bill payments,284371,49871175.83,175,Northern Region
Himachal Pradesh,2018,Q1,2018-Q1,Peer-to-peer payments,154572,546222027.48,3534,Northern Region
Himachal Pradesh,2018,Q1,2018-Q1,Merchant payments,13241,13851230.83,1046,Northern Region
Himachal Pradesh,2018,Q1,2018-Q1,Financial Services,8955,2040522.72,228,Northern Region
Himachal Pradesh,2018,Q1,2018-Q1,Others,20779,16752849.50,806,Northern Region
Himachal Pradesh,2018,Q2,2018-Q2,Recharge & bill payments,385642,83714322.41,217,Northern Region
Himachal Pradesh,2018,Q2,2018-Q2,Peer-to-peer payments,243436,1043702964.15,4287,Northern Region
Himachal Pradesh,2018,Q2,2018-Q2,Merchant payments,27851,31961300.88,1148,Northern Region
Himachal Pradesh,2018,Q2,2018-Q2,Financial Services,11330,4108919.31,363,Northern Region
Himachal Pradesh,2018,Q2,2018-Q2,Others,19436,19681794.60,1013,Northern Region
Himachal Pradesh,2018,Q3,2018-Q3,Recharge & bill payments,457449,108456077.52,237,Northern Region
Himachal Pradesh,2018,Q3,2018-Q3,Peer-to-peer payments,362755,1596570994.99,4401,Northern Region
Himachal Pradesh,2018,Q3,2018-Q3,Merchant payments,40675,31168155.22,766,Northern Region
Himachal Pradesh,2018,Q3,2018-Q3,Financial Services,8182,1552275.05,190,Northern Region
Himachal Pradesh,2018,Q3,2018-Q3,Others,17693,16293930.08,921,Northern Region
Himachal Pradesh,2018,Q4,2018-Q4,Recharge & bill payments,598325,143031082.44,239,Northern Region
Himachal Pradesh,2018,Q4,2018-Q4,Peer-to-peer payments,590518,2367228879.45,4009,Northern Region
Himachal Pradesh,2018,Q4,2018-Q4,Merchant payments,86963,87575811.80,1007,Northern Region
Himachal Pradesh,2018,Q4,2018-Q4,Financial Services,11834,2283052.79,193,Northern Region
Himachal Pradesh,2018,Q4,2018-Q4,Others,20243,21180141.66,1046,Northern Region
Himachal Pradesh,2019,Q1,2019-Q1,Peer-to-peer payments,1178280,3066233587.92,2602,Northern Region
Himachal Pradesh,2019,Q1,2019-Q1,Recharge & bill payments,844570,209521987.04,248,Northern Region
Himachal Pradesh,2019,Q1,2019-Q1,Merchant payments,115553,86624660.31,750,Northern Region
Himachal Pradesh,2019,Q1,2019-Q1,Financial Services,9585,1424230.00,149,Northern Region
Himachal Pradesh,2019,Q1,2019-Q1,Others,20730,17676977.72,853,Northern Region
Himachal Pradesh,2019,Q2,2019-Q2,Peer-to-peer payments,1141873,4428007670.96,3878,Northern Region
Himachal Pradesh,2019,Q2,2019-Q2,Recharge & bill payments,1076793,279864579.98,260,Northern Region
Himachal Pradesh,2019,Q2,2019-Q2,Merchant payments,248517,141088575.87,568,Northern Region
Himachal Pradesh,2019,Q2,2019-Q2,Financial Services,5013,1453651.54,290,Northern Region
Himachal Pradesh,2019,Q2,2019-Q2,Others,30110,25469495.27,846,Northern Region
Himachal Pradesh,2019,Q3,2019-Q3,Recharge & bill payments,1212659,327570067.00,270,Northern Region
Himachal Pradesh,2019,Q3,2019-Q3,Peer-to-peer payments,1181680,5039276845.30,4265,Northern Region
Himachal Pradesh,2019,Q3,2019-Q3,Merchant payments,312575,182746198.16,585,Northern Region
Himachal Pradesh,2019,Q3,2019-Q3,Financial Services,3096,1775673.97,574,Northern Region
Himachal Pradesh,2019,Q3,2019-Q3,Others,25170,20649996.70,820,Northern Region
Himachal Pradesh,2019,Q4,2019-Q4,Peer-to-peer payments,1579582,6533855301.07,4136,Northern Region
Himachal Pradesh,2019,Q4,2019-Q4,Recharge & bill payments,1442940,402619114.99,279,Northern Region
Himachal Pradesh,2019,Q4,2019-Q4,Merchant payments,467309,314965060.64,674,Northern Region
Himachal Pradesh,2019,Q4,2019-Q4,Financial Services,4576,1769641.97,387,Northern Region
Himachal Pradesh,2019,Q4,2019-Q4,Others,22239,17954418.58,807,Northern Region
Himachal Pradesh,2020,Q1,2020-Q1,Recharge & bill payments,1815157,542356756.97,299,Northern Region
Himachal Pradesh,2020,Q1,2020-Q1,Peer-to-peer payments,1594806,6431826925.12,4033,Northern Region
Himachal Pradesh,2020,Q1,2020-Q1,Merchant payments,711018,427497010.10,601,Northern Region
Himachal Pradesh,2020,Q1,2020-Q1,Financial Services,4711,3172303.69,673,Northern Region
Himachal Pradesh,2020,Q1,2020-Q1,Others,18788,14613755.24,778,Northern Region
Himachal Pradesh,2020,Q2,2020-Q2,Recharge & bill payments,2558935,802231470.16,314,Northern Region
Himachal Pradesh,2020,Q2,2020-Q2,Peer-to-peer payments,1544488,6738488218.64,4363,Northern Region
Himachal Pradesh,2020,Q2,2020-Q2,Merchant payments,570031,479165630.61,841,Northern Region
Himachal Pradesh,2020,Q2,2020-Q2,Financial Services,7634,7359757.74,964,Northern Region
Himachal Pradesh,2020,Q2,2020-Q2,Others,14642,9659685.39,660,Northern Region
Himachal Pradesh,2020,Q3,2020-Q3,Recharge & bill payments,2416395,834567922.27,345,Northern Region
Himachal Pradesh,2020,Q3,2020-Q3,Peer-to-peer payments,1954492,8806586536.66,4506,Northern Region
Himachal Pradesh,2020,Q3,2020-Q3,Merchant payments,1090445,851539467.34,781,Northern Region
Himachal Pradesh,2020,Q3,2020-Q3,Financial Services,9543,11391079.29,1194,Northern Region
Himachal Pradesh,2020,Q3,2020-Q3,Others,19001,11969008.53,630,Northern Region
Himachal Pradesh,2020,Q4,2020-Q4,Recharge & bill payments,2638030,936305777.73,355,Northern Region
Himachal Pradesh,2020,Q4,2020-Q4,Peer-to-peer payments,2594659,11426268857.23,4404,Northern Region
Himachal Pradesh,2020,Q4,2020-Q4,Merchant payments,2001259,1589433440.27,794,Northern Region
Himachal Pradesh,2020,Q4,2020-Q4,Financial Services,11353,15534252.22,1368,Northern Region
Himachal Pradesh,2020,Q4,2020-Q4,Others,27027,21510781.37,796,Northern Region
Himachal Pradesh,2021,Q1,2021-Q1,Peer-to-peer payments,2845733,11358078843.57,3991,Northern Region
Himachal Pradesh,2021,Q1,2021-Q1,Recharge & bill payments,2547359,948929031.64,373,Northern Region
Himachal Pradesh,2021,Q1,2021-Q1,Merchant payments,2186946,1778219850.83,813,Northern Region
Himachal Pradesh,2021,Q1,2021-Q1,Financial Services,12561,16554205.50,1318,Northern Region
Himachal Pradesh,2021,Q1,2021-Q1,Others,21430,18764977.93,876,Northern Region
Himachal Pradesh,2021,Q2,2021-Q2,Peer-to-peer payments,3340531,13035543546.66,3902,Northern Region
Himachal Pradesh,2021,Q2,2021-Q2,Recharge & bill payments,3216602,1045789841.92,325,Northern Region
Himachal Pradesh,2021,Q2,2021-Q2,Merchant payments,2883209,2378084375.20,825,Northern Region
Himachal Pradesh,2021,Q2,2021-Q2,Financial Services,14642,16428390.62,1122,Northern Region
Himachal Pradesh,2021,Q2,2021-Q2,Others,28918,19788385.41,684,Northern Region
Himachal Pradesh,2021,Q3,2021-Q3,Peer-to-peer payments,4455153,16560383923.20,3717,Northern Region
Himachal Pradesh,2021,Q3,2021-Q3,Merchant payments,4198808,3524434949.63,839,Northern Region
Himachal Pradesh,2021,Q3,2021-Q3,Recharge & bill payments,3359406,1178802736.53,351,Northern Region
Himachal Pradesh,2021,Q3,2021-Q3,Financial Services,14497,22805774.60,1573,Northern Region
Himachal Pradesh,2021,Q3,2021-Q3,Others,36303,23834687.16,657,Northern Region
Himachal Pradesh,2021,Q4,2021-Q4,Merchant payments,6062931,5228613146.74,862,Northern Region
Himachal Pradesh,2021,Q4,2021-Q4,Peer-to-peer payments,5323397,19568394324.58,3676,Northern Region
Himachal Pradesh,2021,Q4,2021-Q4,Recharge & bill payments,3211367,1278824361.84,398,Northern Region
Himachal Pradesh,2021,Q4,2021-Q4,Financial Services,18198,24809740.71,1363,Northern Region
Himachal Pradesh,2021,Q4,2021-Q4,Others,50971,35578926.75,698,Northern Region
Himachal Pradesh,2022,Q1,2022-Q1,Merchant payments,7030946,5558905677.97,791,Northern Region
Himachal Pradesh,2022,Q1,2022-Q1,Peer-to-peer payments,5718936,19473276901.33,3405,Northern Region
Himachal Pradesh,2022,Q1,2022-Q1,Recharge & bill payments,3271665,1429960686.77,437,Northern Region
Himachal Pradesh,2022,Q1,2022-Q1,Financial Services,19314,24442138.15,1266,Northern Region
Himachal Pradesh,2022,Q1,2022-Q1,Others,47319,31862035.71,673,Northern Region
Himachal Pradesh,2022,Q2,2022-Q2,Merchant payments,10591420,7697399368.09,727,Northern Region
Himachal Pradesh,2022,Q2,2022-Q2,Peer-to-peer payments,7109948,24407668318.01,3433,Northern Region
Himachal Pradesh,2022,Q2,2022-Q2,Recharge & bill payments,3520538,1553155243.40,441,Northern Region
Himachal Pradesh,2022,Q2,2022-Q2,Financial Services,16901,20627276.08,1220,Northern Region
Himachal Pradesh,2022,Q2,2022-Q2,Others,52564,30257752.66,576,Northern Region
Himachal Pradesh,2022,Q3,2022-Q3,Merchant payments,12686960,8511266152.67,671,Northern Region
Himachal Pradesh,2022,Q3,2022-Q3,Peer-to-peer payments,8330778,27039659316.47,3246,Northern Region
Himachal Pradesh,2022,Q3,2022-Q3,Recharge & bill payments,4083168,1780405740.39,436,Northern Region
Himachal Pradesh,2022,Q3,2022-Q3,Financial Services,21293,22686931.87,1065,Northern Region
Himachal Pradesh,2022,Q3,2022-Q3,Others,42669,26764547.14,627,Northern Region
Himachal Pradesh,2022,Q4,2022-Q4,Merchant payments,15297492,10280295883.66,672,Northern Region
Himachal Pradesh,2022,Q4,2022-Q4,Peer-to-peer payments,9284824,29629346091.98,3191,Northern Region
Himachal Pradesh,2022,Q4,2022-Q4,Recharge & bill payments,3907023,1810538524.32,463,Northern Region
Himachal Pradesh,2022,Q4,2022-Q4,Financial Services,24342,31775337.44,1305,Northern Region
Himachal Pradesh,2022,Q4,2022-Q4,Others,41455,27387394.98,661,Northern Region
Jammu and Kashmir,2018,Q1,2018-Q1,Recharge & bill payments,457813,78812610.35,172,Northern Region
Jammu and Kashmir,2018,Q1,2018-Q1,Peer-to-peer payments,353621,861670157.93,2437,Northern Region
Jammu and Kashmir,2018,Q1,2018-Q1,Financial Services,65683,10269382.62,156,Northern Region
Jammu and Kashmir,2018,Q1,2018-Q1,Merchant payments,28696,30967525.64,1079,Northern Region
Jammu and Kashmir,2018,Q1,2018-Q1,Others,35755,23651562.72,661,Northern Region
Jammu and Kashmir,2018,Q2,2018-Q2,Recharge & bill payments,794502,166762242.92,210,Northern Region
Jammu and Kashmir,2018,Q2,2018-Q2,Peer-to-peer payments,771844,2372961687.55,3074,Northern Region
Jammu and Kashmir,2018,Q2,2018-Q2,Financial Services,112422,15636116.81,139,Northern Region
Jammu and Kashmir,2018,Q2,2018-Q2,Merchant payments,79248,64454257.53,813,Northern Region
Jammu and Kashmir,2018,Q2,2018-Q2,Others,38310,31391931.69,819,Northern Region
Jammu and Kashmir,2018,Q3,2018-Q3,Peer-to-peer payments,1260453,3616022745.56,2869,Northern Region
Jammu and Kashmir,2018,Q3,2018-Q3,Recharge & bill payments,822143,203079955.35,247,Northern Region
Jammu and Kashmir,2018,Q3,2018-Q3,Merchant payments,140076,82826475.19,591,Northern Region
Jammu and Kashmir,2018,Q3,2018-Q3,Financial Services,44464,6397888.35,144,Northern Region
Jammu and Kashmir,2018,Q3,2018-Q3,Others,36825,26373935.00,716,Northern Region
Jammu and Kashmir,2018,Q4,2018-Q4,Peer-to-peer payments,1265457,5151829745.26,4071,Northern Region
Jammu and Kashmir,2018,Q4,2018-Q4,Recharge & bill payments,970724,254473764.00,262,Northern Region
